genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,release_year,primary_genre
"10751, 12",48844,en,the search for santa paws,7.452,2010-11-23,the search for santa paws,5.9,85,2010,family
"35, 10751",38843,en,ramona and beezus,7.442,2010-07-23,ramona and beezus,6.3,460,2010,comedy
18,65496,fr,mes chères études,7.394,2010-11-11,student services,4.8,67,2010,drama
18,41180,en,the client list,7.382,2010-07-19,the client list,5.6,108,2010,drama
"18, 36, 10770",21634,en,prayers for bobby,7.372,2009-02-27,prayers for bobby,7.9,220,2009,drama
"18, 35, 10749",18438,ko,김씨 표류기,7.368,2010-02-05,castaway on the moon,8.1,259,2010,drama
"35, 10749",38961,en,tamara drewe,7.364,2010-12-30,tamara drewe,5.8,226,2010,comedy
"35, 18",46829,en,barney's version,7.357,2011-01-14,barney's version,7.2,210,2011,comedy
"18, 37",57120,en,meek's cutoff,7.309,2010-10-08,meek's cutoff,6.5,113,2010,drama
"27, 53",48393,es,secuestrados,7.297,2010-06-17,kidnapped,6.3,98,2010,horror
"27, 878, 53",31196,en,growth,7.28,2010-01-29,growth,5.2,33,2010,horror
"35, 18, 36",46138,en,made in dagenham,7.275,2010-11-19,made in dagenham,6.6,150,2010,comedy
"14, 16, 18, 35, 878, 10751",51256,en,donkey's christmas shrektacular,7.265,2010-12-07,donkey's christmas shrektacular,5.3,70,2010,fantasy
"35, 10749, 10770",62592,en,revenge of the bridesmaids,7.216,2010-07-18,revenge of the bridesmaids,6.3,165,2010,comedy
"12, 878",50674,en,the lost future,7.188,2010-11-13,the lost future,5.0,79,2010,adventure
99,42296,en,catfish,7.172,2010-09-17,catfish,6.8,284,2010,documentary
"16, 35",36736,en,the drawn together movie: the movie!,7.171,2010-04-20,the drawn together movie: the movie!,6.4,54,2010,animation
"18, 53, 9648",33195,en,triage,7.155,2010-08-10,triage,6.5,82,2010,drama
27,47518,en,the tortured,7.148,2010-06-15,the tortured,5.3,77,2010,horror
35,42189,en,kevin hart: seriously funny,7.146,2010-07-20,kevin hart: seriously funny,7.3,89,2010,comedy
18,44835,en,hesher,7.14,2010-01-22,hesher,7.0,335,2010,drama
18,38568,en,howl,7.12,2010-09-24,howl,6.8,100,2010,drama
"99, 10752",39312,en,restrepo,7.119,2010-06-25,restrepo,7.5,188,2010,documentary
"16, 35, 10751",54551,en,banana,7.118,2010-12-13,banana,7.1,178,2010,animation
35,70076,en,lying to be perfect,7.108,2010-01-30,lying to be perfect,6.1,85,2010,comedy
18,33511,en,nowhere boy,7.099,2010-01-27,nowhere boy,7.3,469,2010,drama
"18, 53",41827,en,red white & blue,7.09,2010-10-08,red white & blue,6.2,64,2010,drama
"80, 18, 53",37414,en,the killer inside me,7.087,2010-04-27,the killer inside me,5.9,304,2010,crime
"16, 35, 10751",45752,en,scooby-doo! camp scare,7.048,2010-09-14,scooby-doo! camp scare,7.2,52,2010,animation
"35, 18, 10749",38093,en,just wright,7.047,2010-05-14,just wright,6.2,211,2010,comedy
"28, 12, 16, 10751",33427,en,lego: the adventures of clutch powers,7.039,2010-01-01,lego: the adventures of clutch powers,5.5,41,2010,action
35,52077,fr,rien à déclarer,6.978,2010-12-20,nothing to declare,5.8,602,2010,comedy
"35, 18, 10751, 10770",49350,en,harriet the spy: blog wars,6.896,2010-03-25,harriet the spy: blog wars,4.7,127,2010,comedy
18,33602,en,temple grandin,6.875,2010-02-06,temple grandin,7.8,173,2010,drama
"53, 9648, 80, 18",291081,en,red riding: in the year of our lord 1974,6.871,2010-02-05,red riding: in the year of our lord 1974,6.8,99,2010,thriller
"18, 28, 53, 80",51823,en,across the line: the exodus of charlie wright,6.863,2010-12-29,across the line: the exodus of charlie wright,5.9,19,2010,drama
35,34803,en,death at a funeral,6.862,2010-04-15,death at a funeral,5.7,439,2010,comedy
"28, 27, 878, 53",46368,en,the rig,6.856,2010-10-05,the rig,3.7,39,2010,action
"18, 9648, 10749",38407,en,shanghai,6.824,2010-10-02,shanghai,6.1,80,2010,drama
"16, 10751",45662,en,space chimps 2: zartog strikes back,6.792,2010-05-26,space chimps 2: zartog strikes back,4.6,50,2010,animation
"35, 18, 10749",42888,en,how do you know,6.753,2010-12-17,how do you know,5.1,453,2010,comedy
"18, 36",34182,zh,孔子,6.706,2010-03-18,confucius,5.9,45,2010,drama
"27, 878, 10770",95547,en,triassic attack,6.706,2010-11-27,triassic attack,3.2,22,2010,horror
"10749, 35, 18",47607,en,tiny furniture,6.695,2010-11-12,tiny furniture,5.9,82,2010,romance
"18, 10402",33473,en,stomp the yard 2: homecoming,6.684,2010-10-10,stomp the yard 2: homecoming,4.7,48,2010,drama
"16, 35",48466,en,scared shrekless,6.682,2010-10-28,scared shrekless,6.2,177,2010,animation
35,35428,ru,о чём говорят мужчины,6.675,2010-11-11,what men talk about,7.7,71,2010,comedy
"35, 10749, 18",47218,en,happythankyoumoreplease,6.645,2010-01-20,happythankyoumoreplease,6.5,148,2010,comedy
"35, 10749",35688,en,why did i get married too?,6.636,2010-04-02,why did i get married too?,5.9,49,2010,comedy
"27, 53",47386,en,yellowbrickroad,6.635,2010-01-23,yellowbrickroad,4.9,75,2010,horror
35,38778,en,dinner for schmucks,6.632,2010-07-30,dinner for schmucks,5.6,920,2010,comedy
"18, 10749",60695,en,sundays at tiffany's,6.629,2010-12-06,sundays at tiffany's,6.5,43,2010,drama
"27, 53, 80, 9648",33107,en,and soon the darkness,6.606,2010-12-17,and soon the darkness,5.2,197,2010,horror
"12, 14, 16, 28, 53, 878, 10751",50337,en,firebreather,6.591,2010-11-24,firebreather,6.2,33,2010,adventure
"35, 10749",35458,en,crazy on the outside,6.579,2010-01-08,crazy on the outside,5.4,48,2010,comedy
"80, 18, 53, 36",43434,en,carlos,6.568,2010-10-11,carlos,7.0,87,2010,crime
"18, 10751, 12",34751,en,free willy: escape from pirate's cove,6.568,2010-03-23,free willy: escape from pirate's cove,5.2,61,2010,drama
"35, 18, 10749",36956,it,cosa voglio di più,6.53,2010-06-06,come undone,5.6,49,2010,comedy
"35, 10749",36515,en,the prince & me 4: the elephant adventure,6.523,2010-03-23,the prince & me 4: the elephant adventure,5.5,37,2010,comedy
"16, 28, 53, 878",64956,en,inception: the cobol job,6.516,2010-12-07,inception: the cobol job,7.4,227,2010,animation
"9648, 18",29483,en,beautiful kate,6.481,2010-01-08,beautiful kate,6.1,29,2010,mystery
27,69270,en,super hybrid,6.474,2010-01-01,super hybrid,5.1,35,2010,horror
99,40663,en,gasland,6.468,2010-01-24,gasland,7.5,80,2010,documentary
"28, 12, 27, 878",39522,en,mega piranha,6.457,2010-04-10,mega piranha,2.9,78,2010,action
"27, 53",38033,en,chain letter,6.44,2010-10-01,chain letter,4.1,63,2010,horror
18,43920,en,dog pound,6.428,2010-04-24,dog pound,7.6,177,2010,drama
"35, 18",41479,en,the joneses,6.424,2010-04-16,the joneses,6.2,312,2010,comedy
"53, 80, 18, 9648",291092,en,red riding: in the year of our lord 1983,6.423,2010-02-05,red riding: in the year of our lord 1983,7.0,70,2010,thriller
"27, 28, 878, 53",44037,en,lake placid 3,6.411,2010-08-21,lake placid 3,4.4,68,2010,horror
"10402, 35, 18",43939,en,i'm still here,6.386,2010-09-10,i'm still here,6.0,179,2010,music
"10751, 14, 27, 10770",48186,en,the boy who cried werewolf,6.372,2010-10-22,the boy who cried werewolf,6.0,123,2010,family
99,44992,en,hubble 3d,6.346,2010-03-19,hubble 3d,7.1,54,2010,documentary
"18, 53, 80, 9648",43263,en,jesse stone: no remorse,6.324,2010-05-09,jesse stone: no remorse,6.8,34,2010,drama
"16, 878",52010,en,"ultramarines: a warhammer 40,000 movie",6.322,2010-12-10,"ultramarines: a warhammer 40,000 movie",5.2,50,2010,animation
"10749, 35",60809,de,groupies bleiben nicht zum frühstück,6.32,2010-10-10,single by contract,6.9,104,2010,romance
"10751, 16",41066,ja,レイトン教授と永遠の歌姫,6.308,2010-12-31,professor layton and the eternal diva,7.7,78,2010,family
"27, 28, 53, 878",44678,en,altitude,6.305,2010-10-10,altitude,4.9,119,2010,horror
18,27569,en,extraordinary measures,6.3,2010-01-21,extraordinary measures,6.3,153,2010,drama
"18, 14",44638,en,the tempest,6.3,2010-12-10,the tempest,5.8,52,2010,drama
"16, 35",24328,en,tokyo mater,6.29,2008-12-12,tokyo mater,6.0,41,2008,animation
35,57243,fr,les femmes du 6e étage,6.281,2010-12-20,the women on the 6th floor,6.7,183,2010,comedy
"28, 53, 37",45569,en,red hill,6.269,2010-11-05,red hill,6.1,79,2010,action
18,46207,fr,white material,6.262,2010-11-19,white material,7.1,57,2010,drama
"10770, 10751",46064,en,den brother,6.234,2010-08-13,den brother,6.0,56,2010,10770
"18, 36, 10752",13752,no,max manus,6.23,2010-09-03,max manus: man of war,7.1,114,2010,drama
"18, 35",36801,en,cemetery junction,6.225,2010-08-17,cemetery junction,6.6,116,2010,drama
"35, 18, 10749",38031,en,you will meet a tall dark stranger,6.209,2010-05-23,you will meet a tall dark stranger,5.8,431,2010,comedy
35,47407,en,milf,6.198,2010-10-17,milf,4.1,41,2010,comedy
"35, 28, 80",40194,fr,coursier,6.195,2010-02-24,paris express,4.9,74,2010,comedy
18,39845,en,love ranch,6.185,2010-06-30,love ranch,6.1,28,2010,drama
"16, 14",45745,en,sintel,6.157,2010-09-30,sintel,7.6,99,2010,animation
"16, 35",10797,da,terkel i knibe,6.135,2010-03-26,terkel in trouble,6.4,39,2010,animation
"35, 10749",51072,fr,de vrais mensonges,6.092,2010-12-21,beautiful lies,5.8,70,2010,comedy
"35, 53, 80",66195,en,the perfect host,6.088,2010-07-01,the perfect host,6.3,217,2010,comedy
99,39440,en,"waiting for ""superman""",6.068,2010-09-24,"waiting for ""superman""",7.0,70,2010,documentary
"18, 28, 10749",37737,hi,kites,6.058,2010-05-21,kites,5.8,67,2010,drama
"18, 878, 35, 9648",46837,en,kaboom,6.052,2010-10-06,kaboom,5.7,175,2010,drama
"28, 80, 18, 53",80188,en,boy wonder,6.036,2010-08-12,boy wonder,6.6,77,2010,action
"35, 80, 53",12834,en,leaves of grass,5.996,2010-09-17,leaves of grass,6.0,214,2010,comedy
18,51794,en,five minarets in new york,5.994,2010-11-17,five minarets in new york,5.7,49,2010,drama
"35, 10749",51090,fr,l'âge de raison,5.982,2010-07-28,with love... from the age of reason,5.3,64,2010,comedy
"27, 878",40016,en,birdemic: shock and terror,5.961,2010-02-27,birdemic: shock and terror,2.0,152,2010,horror
"35, 18",40247,en,please give,5.945,2010-01-22,please give,6.3,81,2010,comedy
18,54602,en,skateland,5.938,2011-05-13,skateland,5.4,16,2011,drama
"9648, 99, 27, 80",56811,en,cropsey,5.925,2009-04-25,cropsey,6.0,90,2009,mystery
"18, 10749",41518,hi,guzaarish,5.919,2010-11-19,guzaarish,7.6,52,2010,drama
"80, 27, 9648, 53",29159,it,giallo,5.854,2010-03-13,giallo,4.0,64,2010,crime
"80, 28, 12, 53",28465,en,a dangerous man,5.853,2010-02-09,a dangerous man,5.1,53,2010,crime
"27, 53",27297,ja,gurotesuku,5.828,2010-07-16,grotesque,5.3,69,2010,horror
"35, 10751, 10770",45839,en,fred: the movie,5.807,2010-09-18,fred: the movie,5.0,81,2010,comedy
"878, 53, 18, 9648",71700,en,repeaters,5.801,2010-04-22,repeaters,5.7,75,2010,science_fiction
"16, 35, 10751, 9648, 14",32916,en,scooby-doo! abracadabra-doo,5.787,2010-02-16,scooby-doo! abracadabra-doo,6.8,58,2010,animation
16,55692,en,scrat's continental crack-up,5.784,2010-12-25,scrat's continental crack-up,6.9,67,2010,animation
"28, 53",26583,en,the keeper,5.779,2010-01-19,the keeper,5.3,42,2010,action
35,27584,en,high school,5.762,2010-06-03,high school,5.8,68,2010,comedy
"53, 27",43950,fr,amer,5.749,2010-04-02,amer,6.6,59,2010,thriller
"80, 18, 53",44027,en,"my son, my son, what have ye done",5.74,2010-04-24,"my son, my son, what have ye done",6.1,85,2010,crime
28,26010,cn,狼牙,5.716,2010-12-28,legendary assassin,6.2,33,2010,action
99,43942,en,freakonomics,5.705,2010-10-01,freakonomics,6.6,57,2010,documentary
14,48395,fi,rare exports,5.704,2010-12-03,rare exports: a christmas tale,6.5,233,2010,fantasy
"28, 12, 53",46713,en,hunt to kill,5.673,2010-11-06,hunt to kill,5.1,60,2010,action
"16, 28, 37",41988,en,dc showcase: jonah hex,5.646,2010-07-27,dc showcase: jonah hex,6.8,38,2010,animation
"9648, 27, 53, 80",57749,en,the clinic,5.62,2010-10-10,the clinic,5.2,59,2010,mystery
"99, 10402",37659,en,when you're strange,5.582,2010-04-09,when you're strange,7.6,85,2010,documentary
"18, 27, 53",39681,fr,les 7 jours du talion,5.575,2010-07-28,seven days,6.3,76,2010,drama
18,18530,en,the cry of the owl,5.572,2010-03-12,the cry of the owl,5.6,46,2010,drama
"28, 18, 53",56812,es,balada triste de trompeta,5.552,2011-08-19,the last circus,6.7,177,2011,action
"53, 80, 18, 9648",291084,en,red riding: in the year of our lord 1980,5.499,2010-02-05,red riding: in the year of our lord 1980,7.1,73,2010,thriller
99,44737,fr,bébés,5.45,2010-05-07,babies,7.0,77,2010,documentary
"16, 35, 10751",54553,en,home makeover,5.45,2010-12-13,home makeover,6.9,89,2010,animation
35,35217,de,friendship!,5.442,2010-01-14,friendship!,6.6,76,2010,comedy
"53, 28, 35",52208,en,nude nuns with big guns,5.429,2010-09-24,nude nuns with big guns,4.2,55,2010,thriller
"14, 18, 27, 28, 53, 9648",33555,en,sherlock holmes,5.39,2010-01-26,sherlock holmes,5.6,53,2010,fantasy
99,89704,en,happy people: a year in the taiga,5.38,2010-09-03,happy people: a year in the taiga,7.7,65,2010,documentary
18,45316,hi,उड़ान,5.376,2010-06-17,udaan,7.2,83,2010,drama
"80, 18, 9648",37708,en,wild things: foursome,5.371,2010-06-01,wild things: foursome,5.0,36,2010,crime
"35, 27",40912,en,2001 maniacs: field of screams,5.364,2010-07-20,2001 maniacs: field of screams,4.0,31,2010,comedy
16,39030,en,el materdor,5.352,2010-11-02,el materdor,5.7,24,2010,animation
"10751, 18, 10749, 35",59435,en,an invisible sign,5.342,2010-10-06,an invisible sign,5.1,58,2010,family
12,54770,ja,時をかける少女,5.319,2010-09-12,time traveller: the girl who leapt through time,6.3,26,2010,adventure
"27, 53, 18",44950,en,a horrible way to die,5.316,2010-11-06,a horrible way to die,5.2,36,2010,horror
"10770, 14, 35, 10749, 10751",52060,en,christmas cupid,5.281,2010-12-12,christmas cupid,5.8,107,2010,10770
"35, 10751",44978,hi,गोलमाल 3,5.278,2010-11-05,golmaal 3,5.4,34,2010,comedy
"18, 36",30239,it,vincere,5.254,2010-03-19,vincere,6.5,54,2010,drama
"27, 878",44809,en,dinocroc vs. supergator,5.247,2010-06-26,dinocroc vs. supergator,4.0,22,2010,horror
18,39806,en,princess ka'iulani,5.239,2010-05-14,princess ka'iulani,5.1,22,2010,drama
"35, 18",35221,en,father of invention,5.238,2010-02-14,father of invention,5.4,70,2010,comedy
18,102639,en,virginia,5.236,2010-05-18,virginia,5.8,24,2010,drama
"80, 53, 35",21467,de,der knochenmann,5.223,2010-02-24,the bone man,7.3,43,2010,crime
"28, 80, 53",66193,en,sinners and saints,5.223,2010-06-30,sinners and saints,5.6,42,2010,action
"18, 35, 10749",45077,en,every day,5.22,2010-01-14,every day,5.5,46,2010,drama
"28, 18, 53",49261,en,locked down,5.2,2010-11-09,locked down,4.1,15,2010,action
"53, 10752",48243,en,essential killing,5.177,2010-11-20,essential killing,5.7,73,2010,thriller
"18, 27, 53",49787,en,the reef,5.173,2010-05-15,the reef,5.6,264,2010,drama
"35, 18, 10749",44282,es,plan b,5.164,2010-01-12,plan b,7.2,45,2010,comedy
18,56968,en,the pregnancy pact,5.162,2010-01-23,the pregnancy pact,4.8,78,2010,drama
"35, 18, 10749",44594,en,barry munday,5.141,2010-03-13,barry munday,6.0,37,2010,comedy
35,45781,en,hole in one,5.105,2010-09-12,hole in one,3.9,54,2010,comedy
99,241829,en,the making of the walking dead,5.084,2010-07-31,the making of the walking dead,8.0,82,2010,documentary
"18, 10749",67198,en,bloodworth,5.076,2010-02-06,bloodworth,6.3,18,2010,drama
"18, 10751, 14",61005,en,the good witch's gift,5.071,2010-10-24,the good witch's gift,6.9,37,2010,drama
35,47088,en,the extra man,5.056,2010-08-01,the extra man,5.9,46,2010,comedy
"16, 35",148608,en,moon mater,5.036,2010-11-02,moon mater,5.7,18,2010,animation
35,34563,en,our family wedding,5.025,2010-03-12,our family wedding,5.5,57,2010,comedy
"28, 878",37851,ru,на игре 2: новый уровень,5.006,2010-11-11,hooked on the game 2. the next level,5.2,21,2010,action
"28, 18, 53",35402,en,icarus,5.002,2010-09-10,icarus,5.2,42,2010,action
"53, 80, 9648",53404,fr,crime d'amour,4.99,2010-09-09,love crime,6.5,45,2010,thriller
"18, 28, 80",44862,en,once fallen,4.963,2010-11-02,once fallen,4.8,14,2010,drama
"18, 10751",56601,en,the perfect game,4.958,2010-04-16,the perfect game,6.3,44,2010,drama
"18, 53",38325,ru,как я провёл этим летом,4.92,2010-11-11,how i ended this summer,6.1,52,2010,drama
"12, 18",37932,en,flicka 2,4.899,2010-05-04,flicka 2,5.9,48,2010,adventure
"28, 27, 53",24421,en,stag night,4.892,2010-10-11,stag night,4.8,34,2010,action
"14, 27, 28, 53",48871,en,red: werewolf hunter,4.89,2010-10-30,red: werewolf hunter,4.2,31,2010,fantasy
"28, 53",51250,en,gun,4.873,2010-06-10,gun,5.5,45,2010,action
18,37058,en,i'm here,4.851,2010-03-01,i'm here,7.2,82,2010,drama
"28, 12, 35, 27",46812,en,lost boys: the thirst,4.851,2010-10-05,lost boys: the thirst,5.3,61,2010,action
35,42889,en,the virginity hit,4.834,2010-09-10,the virginity hit,4.6,35,2010,comedy
"35, 10749",44221,en,group sex,4.8,2010-08-24,group sex,5.4,34,2010,comedy
"36, 18, 10749",45822,pl,różyczka,4.743,2010-04-04,little rose,7.0,16,2010,history
"35, 10749, 18",57209,ru,неадекватные люди,4.701,2010-12-20,inadequate people,7.2,35,2010,comedy
"35, 18",44565,hi,khatta meetha,4.677,2010-07-23,khatta meetha,4.9,21,2010,comedy
18,25541,da,broderskab,4.648,2010-04-08,brotherhood,7.5,35,2010,drama
"53, 878, 28",62989,en,ice quake,4.635,2010-12-11,ice quake,4.2,32,2010,thriller
"35, 10749",47812,ru,любовь в большом городе 2,4.604,2010-11-11,love and the city 2,5.7,12,2010,comedy
"18, 10402, 10749",48373,en,listen to your heart,4.602,2010-08-14,listen to your heart,7.6,59,2010,drama
"18, 28, 53",36147,en,deadly impact,4.588,2010-04-20,deadly impact,4.7,20,2010,drama
"35, 18, 10749",43943,en,jack goes boating,4.587,2010-09-23,jack goes boating,6.1,57,2010,comedy
"53, 18, 10749, 80",47261,es,carancho,4.554,2011-02-11,carancho,6.6,59,2011,thriller
10749,144256,en,farewell mr. kringle,4.539,2010-12-04,farewell mr. kringle,6.4,10,2010,romance
16,148605,en,monster truck mater,4.494,2010-07-30,monster truck mater,5.6,23,2010,animation
"53, 35",33556,hi,इश्क़िया,4.48,2010-01-29,ishqiya,6.4,30,2010,thriller
"35, 10749",40722,en,how to make love to a woman,4.459,2010-07-13,how to make love to a woman,4.6,26,2010,comedy
"35, 18",42171,en,the infidel,4.434,2010-05-01,the infidel,6.0,59,2010,comedy
"35, 18, 10749",37665,en,wake,4.39,2009-02-25,wake,4.8,23,2009,comedy
"35, 80, 18",31035,no,en ganske snill mann,4.381,2010-10-01,a somewhat gentle man,6.3,43,2010,comedy
35,46198,en,my girlfriend's boyfriend,4.378,2010-04-22,my girlfriend's boyfriend,5.9,68,2010,comedy
"18, 35, 10749",46147,no,sykt lykkelig,4.32,2010-12-20,"happy, happy",6.2,18,2010,drama
"14, 9648, 53",51273,ru,тёмный мир,4.319,2010-11-11,dark world,4.3,24,2010,fantasy
18,66111,en,luster,4.309,2010-12-12,luster,5.1,7,2010,drama
"27, 53",49901,de,rammbock,4.302,2010-09-09,rammbock: berlin undead,6.0,59,2010,horror
"27, 28, 53",44224,en,bear,4.288,2010-01-01,bear,3.5,9,2010,horror
"18, 10749",11403,en,the river why,4.282,2010-04-09,the river why,5.7,31,2010,drama
"18, 28",38186,ru,чужая,4.274,2010-11-11,alien girl,6.7,11,2010,drama
"35, 18, 10402, 10749",44566,hi,anjaana anjaani,4.265,2010-10-01,anjaana anjaani,6.1,47,2010,comedy
"18, 10751",35691,en,letters to god,4.242,2010-04-09,letters to god,6.9,71,2010,drama
"18, 9648, 53",43642,en,abandoned,4.233,2010-08-24,abandoned,4.8,65,2010,drama
35,29919,en,the six wives of henry lefay,4.203,2010-10-19,the six wives of henry lefay,5.3,40,2010,comedy
"16, 12",46718,en,dc showcase: green arrow,4.2,2010-09-28,dc showcase: green arrow,7.2,54,2010,animation
99,37757,en,never sleep again: the elm street legacy,4.197,2010-05-04,never sleep again: the elm street legacy,8.2,63,2010,documentary
